sentiment,text,original_text,cleaned_text,korean_translation
1,"@didlix: Nice. I wonder who gets the reference, though? ","@didlix: Nice. I wonder who gets the reference, though? ",Nice I wonder who gets the reference though,누가 참조를 얻는 지 궁금합니다
0,LeeLeeRed:@lyffoundation..gurl boo that shit was terrible  he did nothing for me @ all,LeeLeeRed:@lyffoundation..gurl boo that shit was terrible  he did nothing for me @ all,LeeLeeRed gurl boo that shit was terrible he did nothing for me all,gurl boo gurl boo gut that shit the 끔찍한 그는 나를 위해 아무것도하지 않았다
0,is planning on a great night tonight...too bad Kemal can't come!   I hate jagaaaa!,is planning on a great night tonight...too bad Kemal can't come!   I hate jagaaaa!,is planning on a great night tonight too bad Kemal can t come I hate jagaaaa,오늘 밤 멋진 밤을 계획하고 있습니다. 너무 나쁜 케말은 올 수 없습니다.
1,@mileycyrus http://twitpic.com/7fbzf - that's so beautiful  really  i want to see that in one day ,@mileycyrus http://twitpic.com/7fbzf - that's so beautiful  really  i want to see that in one day ,that s so beautiful really i want to see that in one day,너무 아름다워 정말 아름다워서 하루 만에보고 싶어
0,one of my fishes died ,one of my fishes died ,one of my fishes died,내 물고기 중 하나가 죽었다
1,"@Paulston Mmmmm well you wear a hat to KEEP warm, so you don't expel your heat away from your body when its cold ","@Paulston Mmmmm well you wear a hat to KEEP warm, so you don't expel your heat away from your body when its cold ",Mmmmm well you wear a hat to KEEP warm so you don t expel your heat away from your body when its cold,"음, 당신은 따뜻하게 유지하기 위해 모자를 쓰고 차가워 질 때 당신의 몸에서 열을 방출하지 마십시오."
1,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all ,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all ,Busy Busy weekend Wow Just finished a cake smash shoot for my son s 2nd birthday this week Messy fun was had by all,바쁜 바쁜 주말 WOW 방금 내 아들의 두 번째 생일을 위해 케이크 스매쉬 촬영이 이번 주에 지저분한 재미가 있었다.
0,@fromthestars OYEA!! What section are u?? Come and gimme a hug in IV-2 ,@fromthestars OYEA!! What section are u?? Come and gimme a hug in IV-2 ,OYEA What section are u Come and gimme a hug in IV 2,Oyea는 어떤 섹션이 당신과 IV 2의 포옹을 gimme
0,"I don't want your shrimp, yo lobster, oysters or clams, I'll take the pearl but definitely no Crabs! I'm allergic ","I don't want your shrimp, yo lobster, oysters or clams, I'll take the pearl but definitely no Crabs! I'm allergic ",I don t want your shrimp yo lobster oysters or clams I ll take the pearl but definitely no Crabs I m allergic,나는 당신의 새우 yo 랍스터 굴이나 조개를 원하지 않습니다. 나는 진주를 가져 가지만 확실히 게는 알레르기가 있습니다.
1,"@BondiVet Sean has something for you, make sure he passes it on this week... ","@BondiVet Sean has something for you, make sure he passes it on this week... ",Sean has something for you make sure he passes it on this week,Sean은 당신을 위해 무언가가 있습니다.
1,"@evalltimelow ha its 12 here,  brrrr  ha","@evalltimelow ha its 12 here,  brrrr  ha",ha its 12 here brrrr ha,HA ITS 12 BRRRR HA
1,"@md_phd I knew that hot tubs were grungy, but didn't consider swimming pools. I can't swim either so no big deal ","@md_phd I knew that hot tubs were grungy, but didn't consider swimming pools. I can't swim either so no big deal ",I knew that hot tubs were grungy but didn t consider swimming pools I can t swim either so no big deal,나는 온수 욕조가 거칠다는 것을 알았지 만 수영장을 고려하지 않았다.
1,@sethsimonds yay! and I love the individualized icons that each commenter gets ,@sethsimonds yay! and I love the individualized icons that each commenter gets ,yay and I love the individualized icons that each commenter gets,Yay와 나는 각 댓글 작성자가 얻는 개별화 된 아이콘을 좋아합니다.
1,Think I may go to sleep  good night x http://twitpic.com/6v74y,Think I may go to sleep  good night x http://twitpic.com/6v74y,Think I may go to sleep good night x,내가 잘자 잠을 잘 수 있다고 생각합니다 x
1,"@michiev why, thank you!  ","@michiev why, thank you!  ",why thank you,왜 감사합니다
0,just passed the border from Nevada into California ,just passed the border from Nevada into California ,just passed the border from Nevada into California,방금 네바다에서 캘리포니아로 국경을 통과했습니다
1,@jaanikajou what movie ? ,@jaanikajou what movie ? ,what movie,무슨 영화
1,feeling a little crafty. ,feeling a little crafty. ,feeling a little crafty,약간 교묘 한 느낌
0,"The &quot;inquisition&quot; in Iran is on the edge again. The strokes on the system have stopped. No more news, no more problems. Life continues... ","The &quot;inquisition&quot; in Iran is on the edge again. The strokes on the system have stopped. No more news, no more problems. Life continues... ",The quot inquisition quot in Iran is on the edge again The strokes on the system have stopped No more news no more problems Life continues,이란의 quot j
0,Back to fecking work tomorrow ,Back to fecking work tomorrow ,Back to fecking work tomorrow,내일 Fecking Work로 돌아갑니다
0,@JamieReneeATX You suck  I'm leaving you next Friday though!! HA!,@JamieReneeATX You suck  I'm leaving you next Friday though!! HA!,You suck I m leaving you next Friday though HA,당신은 빨아 내 다음 금요일에 당신을 떠나
1,omg im having a chinese toinight ,omg im having a chinese toinight ,omg im having a chinese toinight,OMG IM 중국인이 있습니다
0,mmmmmmmmmmm. i want to go here.http://themilkshop.com/ ..studying ,mmmmmmmmmmm. i want to go here.http://themilkshop.com/ ..studying ,mmmmmmmmmmm i want to go here studying,mmmmmmmmmmm 나는 여기서 공부하고 싶다
1,"@nellleo If you have any Lotus Connections questions, let me know and I can answer them! ","@nellleo If you have any Lotus Connections questions, let me know and I can answer them! ",If you have any Lotus Connections questions let me know and I can answer them,연꽃 연결이 있으면 질문에 대해 알려 주시면 답변 할 수 있습니다.
1,@MichaelCalienes Dude..I need one of those face cups ,@MichaelCalienes Dude..I need one of those face cups ,Dude I need one of those face cups,"야, 그 얼굴 컵 중 하나가 필요해"
0,is jealous kim gets to see aerosmith! ,is jealous kim gets to see aerosmith! ,is jealous kim gets to see aerosmith,질투심 많은 김은 에어로 스미스를 보게됩니다
1,@bethbabezz did you have a good time at the party beth? ,@bethbabezz did you have a good time at the party beth? ,did you have a good time at the party beth,파티 Beth에서 즐거운 시간을 보냈습니까?
1,"@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me ","@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me ",Tom I guess you aren t photogenic because you live is beautiful perfect you surprised me,톰 나는 당신이 사는 것이 좋기 때문에 당신이 T 광성을 가지고 있다고 생각합니다.
0,"@chermayneugenia it hurts really bad. like a swell on my tongue now. and can see the cut there, bout 1.5cm  i have phobia of suga d ","@chermayneugenia it hurts really bad. like a swell on my tongue now. and can see the cut there, bout 1.5cm  i have phobia of suga d ",it hurts really bad like a swell on my tongue now and can see the cut there bout 1 5cm i have phobia of suga d,그것은 지금 내 혀에 부풀어 오르는 것처럼 정말로 아파서 거기에서 컷을 볼 수 있습니다 1 5cm 나는 suga d의 공포증이 있습니다
1,Goin' to rock my new hairdoo this Monday... ,Goin' to rock my new hairdoo this Monday... ,Goin to rock my new hairdoo this Monday,이번 월요일에 내 새 머리두를 흔들어 간다
1,Simone nd Becca rockin thee tweets ,Simone nd Becca rockin thee tweets ,Simone nd Becca rockin thee tweets,Simone nd Becca Rockin Thee 트윗
1,@kinshuksunil This is a nice add-in story for you ..   http://bit.ly/1oUvdH,@kinshuksunil This is a nice add-in story for you ..   http://bit.ly/1oUvdH,This is a nice add in story for you,이것은 당신을위한 좋은 추가 이야기입니다
1,@rockinrose theres no such thing as chicargin ,@rockinrose theres no such thing as chicargin ,theres no such thing as chicargin,Chicargin과 같은 것은 없습니다
1,"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^","siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^",siting on my TI lessons and finishing my movie peace kids bless ya,내 TI 레슨을 앉히고 영화를 끝내는 내 영화 Peace Kids Cless Ya
0,"Boo, hubby is out of town til tomm night on a business trip  miss him already","Boo, hubby is out of town til tomm night on a business trip  miss him already",Boo hubby is out of town til tomm night on a business trip miss him already,부
1,"a nice ending to the bday... dinner with friends and kids, now to bed with satirical fantasy (Snow White and the Seven Saumrai ","a nice ending to the bday... dinner with friends and kids, now to bed with satirical fantasy (Snow White and the Seven Saumrai ",a nice ending to the bday dinner with friends and kids now to bed with satirical fantasy Snow White and the Seven Saumrai,친구 및 아이들과 함께 BDAY 저녁 식사로 끝나는 멋진 결말은 이제 풍자적 인 판타지 백설 공주와 Seven Saumrai와 함께 잠자리에 들었습니다.
0,@cyounes �?علاً هزيمة ساحقة ,@cyounes �?علاً هزيمة ساحقة ,علا هزيمة ساحقة,علا 우리의
0,thinks @chelseajadexo is going to be missed beyong belief ,thinks @chelseajadexo is going to be missed beyong belief ,thinks is going to be missed beyong belief,생각은 Beyong의 믿음을 놓칠 것이라고 생각합니다
1,@selenagomez omg i know sel it is awesome ,@selenagomez omg i know sel it is awesome ,omg i know sel it is awesome,세상에 나는 그것이 굉장하다는 것을 알고 있습니다
0,the Sims 3 needs to be for ps3. ,the Sims 3 needs to be for ps3. ,the Sims 3 needs to be for ps3,심즈 3은 PS3 용 여야합니다
0,Went out like 145 or so... Made a stupid all-in with KKQ7 1 suit... Guy had aces and they held ,Went out like 145 or so... Made a stupid all-in with KKQ7 1 suit... Guy had aces and they held ,Went out like 145 or so Made a stupid all in with KKQ7 1 suit Guy had aces and they held,KKQ7 1 Sue Guy가 에이스를 가지고 있었고 그들은 개최 한 145 정도처럼 멍청이를 만들었습니다.
